time,performance
9,0
9.00003,0
9.00006,0
9.00009,0
9.00012,0
9.00015,0
9.00018,0
9.00021,0
9.00024,0
9.00027,0
9.0003,0
9.00033,0
9.00036,0
9.00039,0
9.00042,0
9.00045,0
9.00048,0
9.00051,0
9.00054,0
9.00057,0
9.0006,0
9.00063,0
9.00066,0
9.00069,0
9.00072,0
9.00075,0
9.00078,0
9.00081,0
9.00084,0
9.00087,0
9.0009,0
9.00093,0
9.00096,0
9.00099,0
9.00102,0
9.00105,0
9.00108,0
9.00111,0
9.00114,0
9.00117,0
9.0012,0
9.00123,0
9.00126,0
9.00129,0
9.00132,0
9.00135,0
9.00138,0
9.00141,0
9.00144,0
9.00147,0
9.0015,0
9.00153,0
9.00156,0
9.00159,0
9.00162,0
9.00165,0
9.00168,0
9.00171,0
9.00174,0
9.00177,0
9.0018,0
9.00183,0
9.00186,0
9.00189,0
9.00192,0
9.00195,0
9.00198,0
9.00201,0
9.00204,0
9.00207,0
9.0021,0
9.00213,0
9.00216,0
9.00219,0
9.00222,0
9.00225,0
9.00228,0
9.00229,0
9.00231,0
9.00234,0
9.00237,0
9.0024,0
9.00243,0
9.00246,0
9.00249,0
9.00252,0
9.00255,0
9.00258,0
9.00261,0
9.00264,0
9.00267,0
9.0027,0
9.00273,0
9.00276,0
9.00279,0
9.00282,0
9.00285,0
9.00288,0
9.00291,0
9.00294,0
9.00297,0
9.003,0
9.00303,0
9.00306,0
9.00309,0
9.00312,0
9.00315,0
9.00318,0
9.00321,0
9.00324,0
9.00327,0
9.0033,0
9.00333,0
9.00336,0
9.00339,0
9.00342,0
9.00345,0
9.00348,0
9.00351,0
9.00354,0
9.00357,0
9.0036,0
9.00363,0
9.00366,0
9.00369,0
9.00372,0
9.00375,0
9.00378,0
9.00381,0
9.00384,0
9.00387,0
9.0039,0
9.00393,0
9.00396,0
9.00399,0
9.00402,0
9.00405,0
9.00408,0
9.00411,0
9.00414,0
9.00417,0
9.0042,0
9.00423,0
9.00426,0
9.00427,9.86316
9.00429,9.86316
9.00432,9.86316
9.00435,9.86316
9.00438,9.86316
9.00441,9.86316
9.00444,9.86316
9.00447,9.86316
9.0045,9.86316
9.00453,9.86316
9.00456,9.86316
9.00459,9.86316
9.00462,9.86316
9.00465,9.86316
9.00468,9.86316
9.00471,9.86316
9.00474,9.86316
9.00477,9.86316
9.0048,9.86316
9.00483,9.86316
9.00486,9.86316
9.00489,9.86316
9.00492,9.86316
9.00495,9.86316
9.00498,9.86316
9.00501,9.86316
9.00504,9.86316
9.00507,9.86316
9.0051,9.86316
9.00513,9.86316
9.00516,9.86316
9.00519,9.86316
9.00522,9.86316
9.00525,9.86316
9.00528,9.86316
9.00531,9.86316
9.00534,9.86316
9.00537,9.86316
9.0054,9.86316
9.00543,9.86316
9.00546,9.86316
9.00549,9.86316
9.00552,9.86316
9.00555,9.86316
9.00558,9.86316
9.00561,9.86316
9.00564,9.86316
9.00567,9.86316
9.0057,9.86316
9.00573,9.86316
9.00576,9.86316
9.00579,9.86316
9.00582,9.86316
9.00585,9.86316
9.00588,9.86316
9.00591,9.86316
9.00594,9.86316
9.00597,9.86316
9.006,9.86316
9.00603,9.86316
9.00606,9.86316
9.00609,9.86316
9.00612,9.86316
9.00615,9.86316
9.00618,9.86316
9.00621,9.86316
9.00624,9.86316
9.00627,9.86316
9.0063,9.86316
9.00633,9.86316
9.00636,9.86316
9.00639,9.86316
9.00642,9.86316
9.00645,9.86316
9.00648,9.86316
9.00651,9.86316
9.00654,9.86316
9.00657,9.86316
9.0066,9.86316
9.00663,9.86316
9.00666,9.86316
9.00669,9.86316
9.00672,9.86316
9.00675,9.86316
9.00678,9.86316
9.00681,9.86316
9.00684,9.86316
9.00687,9.86316
9.0069,9.86316
9.00693,9.86316
9.00696,9.86316
9.00699,9.86316
9.00702,9.86316
9.00705,9.86316
9.00708,9.86316
9.00711,9.86316
9.00714,9.86316
9.00717,9.86316
9.0072,9.86316
9.00723,9.86316
9.00726,9.86316
9.00729,9.86316
9.00732,9.86316
9.00733,9.86316
9.00735,9.86316
9.00738,9.86316
9.00741,9.86316
9.00744,9.86316
9.00747,9.86316
9.0075,9.86316
9.00753,9.86316
9.00756,9.86316
9.00759,9.86316
9.00762,9.86316
9.00765,9.86316
9.00768,9.86316
9.00771,9.86316
9.00774,9.86316
9.00777,9.86316
9.0078,9.86316
9.00783,9.86316
9.00786,9.86316
9.00789,9.86316
9.00792,9.86316
9.00795,9.86316
9.00798,9.86316
9.00801,9.86316
9.00804,9.86316
9.00807,9.86316
9.0081,9.86316
9.00813,9.86316
9.00816,9.86316
9.00819,9.86316
9.00822,9.86316
9.00825,9.86316
9.00828,9.86316
9.00831,9.86316
9.00834,9.86316
9.00837,9.86316
9.0084,9.86316
9.00843,9.86316
9.00846,9.86316
9.00849,9.86316
9.00852,9.86316
9.00855,9.86316
9.00858,9.86316
9.00861,9.86316
9.00864,9.86316
9.00867,9.86316
9.0087,9.86316
9.00873,9.86316
9.00876,9.86316
9.00879,9.86316
9.00882,9.86316
9.00885,9.86316
9.00888,9.86316
9.00891,9.86316
9.00894,9.86316
9.00897,9.86316
9.009,9.86316
9.00903,9.86316
9.00906,9.86316
9.00909,9.86316
9.00912,9.86316
9.00915,9.86316
9.00918,9.86316
9.00921,9.86316
9.00924,9.86316
9.00927,9.86316
9.0093,9.86316
9.00933,9.86316
9.00934,0
9.00936,0
9.00939,0
9.00942,0
9.00945,0
9.00948,0
9.00951,0
9.00954,0
9.00957,0
9.0096,0
9.00963,0
9.00966,0
9.00969,0
9.00972,0
9.00975,0
9.00978,0
9.00981,0
9.00984,0
9.00987,0
9.0099,0
9.00993,0
9.00996,0
9.00999,0
9.01002,0
9.01005,0
9.01008,0
9.01011,0
9.01014,0
9.01017,0
9.0102,0
9.01023,0
9.01026,0
9.01029,0
9.01032,0
9.01035,0
9.01038,0
9.01041,0
9.01044,0
9.01047,0
9.0105,0
9.01053,0
9.01056,0
9.01059,0
9.01062,0
9.01065,0
9.01068,0
9.01071,0
9.01074,0
9.01077,0
9.0108,0
9.01083,0
9.01086,0
9.01089,0
9.01092,0
9.01095,0
9.01098,0
9.01101,0
9.01104,0
9.01107,0
9.0111,0
9.01113,0
9.01116,0
9.01119,0
9.01122,0
9.01125,0
9.01128,0
9.01131,0
9.01134,0
9.01137,0
9.0114,0
9.01143,0
9.01146,0
9.01149,0
9.01152,0
9.01155,0
9.01158,0
9.01161,0
9.01164,0
9.01167,0
9.0117,0
9.01173,0
9.01176,0
9.01179,0
9.01182,0
9.01185,0
9.01188,0
9.01191,0
