time,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,step_14,step_15,step_16,step_17,step_18,step_19,step_20,step_21,step_22,step_23,step_24,step_25,step_26,
99.0021,0,9,0,2,1,26,4,10,0,0,15,12,0,0,24,5,0,23,14,7,0,18,25,3,16,11,
99.0022,0,9,0,2,1,26,4,10,0,0,15,12,0,0,24,5,0,23,14,7,0,18,25,3,16,11,
99.0022,0,9,0,2,1,26,4,10,0,0,15,12,0,0,24,5,0,23,14,7,0,18,25,3,16,11,
99.0022,0,9,0,2,1,26,4,10,0,0,15,12,0,0,24,5,0,23,14,7,0,18,25,3,16,11,
99.0023,0,9,0,2,1,26,4,10,0,0,15,12,0,0,24,5,0,23,14,7,0,18,25,3,16,11,
99.0023,0,9,0,2,1,26,4,10,0,0,15,12,0,0,24,5,0,23,14,7,0,18,25,3,16,11,
99.0023,0,9,0,2,1,26,4,10,0,0,15,12,0,0,24,5,0,23,14,7,0,18,25,3,16,11,
99.0023,0,9,0,2,1,26,4,10,0,0,15,12,0,0,24,5,0,23,14,7,0,18,25,3,16,11,
99.0024,1,9,0,2,0,26,4,10,0,0,15,12,0,0,24,5,0,23,14,7,0,18,25,3,16,11,
99.0024,1,9,0,2,0,26,4,10,0,0,15,12,0,0,24,5,0,23,14,7,0,18,25,3,16,11,
99.0024,1,9,0,2,0,26,4,10,0,0,15,12,0,0,24,5,0,23,14,7,0,18,25,3,16,11,
99.0025,1,9,0,2,0,26,4,10,0,0,15,12,0,0,24,5,0,23,14,7,0,18,25,3,16,11,
99.0025,1,9,0,2,0,26,4,10,0,0,15,12,0,0,24,5,0,23,14,0,0,18,25,3,16,11,
99.0025,0,9,0,2,0,26,4,10,0,0,15,12,22,0,24,5,0,23,14,0,0,18,25,3,16,11,
99.0025,1,9,0,2,0,26,4,0,0,0,15,12,22,0,24,5,0,23,14,0,0,18,25,3,16,11,
99.0026,1,9,0,2,0,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0026,1,9,0,2,0,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0026,1,9,0,2,0,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0026,1,9,0,2,0,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0027,1,9,0,2,0,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0027,1,9,0,2,0,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0027,1,9,0,2,0,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0028,1,0,0,2,0,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0028,1,0,0,2,0,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0028,1,0,0,2,0,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0029,1,0,0,2,0,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0029,1,0,0,2,0,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0029,1,0,0,2,0,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0029,0,0,0,2,13,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0029,1,0,0,2,13,26,4,0,0,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0029,1,0,0,2,13,26,4,0,17,0,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.003,0,0,0,2,13,26,4,0,17,6,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.003,1,0,0,2,13,26,4,0,17,6,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.003,1,0,0,2,13,26,4,0,17,6,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.003,1,0,0,0,13,26,4,0,17,6,15,12,22,0,24,5,0,0,14,0,0,18,25,3,16,11,
99.0031,1,0,0,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,0,0,18,25,3,16,11,
99.0031,1,0,0,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,0,0,18,25,3,16,11,
99.0031,1,0,0,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,0,0,18,25,3,16,11,
99.0032,1,0,0,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,0,0,18,25,3,16,11,
99.0032,1,0,0,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,0,0,18,25,3,16,11,
99.0032,0,7,0,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,0,0,18,25,3,16,11,
99.0032,1,7,0,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,0,0,18,25,3,16,11,
99.0032,1,7,0,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,0,0,18,25,3,16,11,
99.0033,1,7,0,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,0,0,18,25,3,16,11,
99.0033,1,7,0,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,0,0,18,25,3,16,11,
99.0033,1,7,0,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,0,0,18,25,3,16,11,
99.0033,0,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,0,0,18,25,3,16,11,
99.0034,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,0,0,18,25,3,16,11,
99.0034,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,0,8,18,25,3,16,11,
99.0034,0,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,11,
99.0034,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,11,
99.0034,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,11,
99.0035,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,11,
99.0035,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,11,
99.0035,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,11,
99.0035,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,11,
99.0036,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,11,
99.0036,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,11,
99.0036,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,11,
99.0037,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,0,
99.0037,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,0,
99.0037,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,0,
99.0038,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,0,
99.0038,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,0,
99.0038,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,0,14,23,8,18,25,3,16,0,
99.0038,0,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,16,0,
99.0038,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,16,0,
99.0039,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,16,0,
99.0039,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,16,0,
99.0039,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,16,0,
99.004,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,16,0,
99.004,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,16,0,
99.004,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,0,
99.0041,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,0,
99.0041,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,0,
99.0041,0,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0041,0,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0041,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0041,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0042,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0042,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0042,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0043,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0043,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0043,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0044,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0044,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0044,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0044,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0045,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0045,1,7,19,0,13,26,4,0,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0045,0,7,19,0,13,26,4,16,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0045,1,7,19,0,13,26,4,16,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0046,1,7,19,0,13,26,4,16,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0046,1,7,19,0,13,26,4,16,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0046,1,7,19,0,13,26,4,16,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0047,1,7,19,0,13,26,4,16,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0047,1,7,19,0,13,26,4,16,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0047,1,7,19,0,13,26,4,16,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0047,1,7,19,0,13,26,4,16,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0048,1,7,19,0,13,26,4,16,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0048,1,7,19,0,13,26,4,16,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0048,1,7,19,0,13,0,4,16,17,6,15,12,22,0,0,5,0,9,14,23,8,18,25,3,0,10,
99.0049,0,7,19,0,13,0,4,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,3,0,10,
99.0049,1,7,19,0,13,0,4,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,3,0,10,
99.0049,1,7,19,0,13,0,4,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,3,0,10,
99.0049,1,7,19,0,13,0,4,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,3,0,10,
99.005,1,7,19,0,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.005,1,7,19,0,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.005,1,7,19,0,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.005,1,7,19,0,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0051,1,7,19,0,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0051,1,7,19,0,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0051,1,7,19,0,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0052,1,7,19,0,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0052,1,7,19,0,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0052,0,7,19,24,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0052,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0053,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0053,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0053,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0053,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0054,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0054,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0054,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0055,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0055,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0055,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,5,0,9,14,23,8,18,25,0,0,10,
99.0056,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,0,0,9,14,23,8,18,25,0,0,10,
99.0056,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,0,0,9,14,23,8,18,25,0,0,10,
99.0056,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,0,0,9,14,23,8,18,25,0,0,10,
99.0056,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,0,0,9,14,23,8,18,25,0,0,10,
99.0057,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,0,0,9,14,23,8,18,25,0,0,10,
99.0057,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,0,0,9,14,23,8,18,25,0,0,10,
99.0057,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,0,0,9,14,23,8,18,0,0,0,10,
99.0058,0,7,19,24,13,0,0,16,17,6,15,12,22,2,0,0,0,9,14,23,8,18,0,21,0,10,
99.0058,1,7,19,24,13,0,0,16,17,6,15,12,22,2,0,0,0,9,14,23,8,18,0,21,0,10,
99.0058,0,7,19,24,13,0,4,16,17,6,15,12,22,2,0,0,0,9,14,23,8,18,0,21,0,10,
99.0058,1,7,19,24,13,0,4,16,17,6,15,12,22,2,0,0,0,9,14,23,8,18,0,21,0,10,
99.0058,1,7,19,24,13,0,4,16,17,6,15,12,22,2,0,0,0,9,14,23,8,18,0,21,0,10,
99.0059,1,7,19,24,13,0,4,16,17,6,15,12,22,2,0,0,0,9,14,23,8,0,0,21,0,10,
99.0059,1,7,19,24,13,0,4,16,17,6,15,12,22,2,0,0,0,9,14,23,8,0,0,21,0,10,
99.0059,1,7,19,24,13,0,4,16,17,6,15,12,22,2,0,0,0,9,14,23,8,0,0,21,0,10,
99.0059,1,7,19,24,13,0,4,16,17,6,15,12,22,2,0,0,0,9,0,23,8,0,0,21,0,10,
99.006,1,7,19,24,13,0,4,16,17,6,15,12,22,2,0,0,0,9,0,23,8,0,0,21,0,10,
99.006,1,7,19,24,13,0,4,16,17,6,15,12,22,2,0,0,0,9,0,23,8,0,0,21,0,10,
99.006,1,7,19,24,13,0,4,16,17,6,15,0,22,2,0,0,0,9,0,23,8,0,0,21,0,10,
99.0061,1,7,19,24,13,0,4,16,17,6,0,0,22,2,0,0,0,9,0,23,8,0,0,21,0,10,
99.0061,1,7,19,24,13,0,4,16,17,6,0,0,22,2,0,0,0,9,0,23,8,0,0,21,0,10,
99.0061,1,7,19,24,13,0,4,16,17,6,0,0,22,2,0,0,0,9,0,23,8,0,0,21,0,10,
99.0062,1,7,19,24,13,0,4,16,17,6,0,0,22,2,0,0,0,9,0,23,8,0,0,21,0,10,
99.0062,1,7,19,24,13,0,4,16,17,6,0,0,22,2,0,0,0,9,0,23,8,0,0,21,0,10,
99.0062,1,7,19,24,13,0,4,16,17,6,0,0,22,2,0,0,0,9,0,23,8,0,0,21,0,10,
99.0062,1,7,19,24,13,0,4,16,17,6,0,0,22,2,0,0,0,9,0,23,8,0,0,21,0,10,
99.0063,1,7,19,24,13,0,4,16,17,6,0,0,22,2,0,0,0,9,0,23,8,0,0,21,0,10,
99.0063,1,7,19,24,13,0,4,16,17,6,0,0,22,2,0,0,0,9,0,23,8,0,0,21,0,10,
99.0063,1,7,19,24,13,0,4,16,17,6,0,0,22,2,0,0,0,9,0,23,8,0,0,21,0,10,
